Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
51367372,2021 Jul 29 03:45:15 PM,2021 Jul 29 03:45:15 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Office Building,10018.0,222 WEST   37 STREET,WEST   37 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   37 STREET,,Closed,,2021 Jul 29 03:45:15 PM,05 MANHATTAN,MANHATTAN,"986,987","213,708",Unspecified,MANHATTAN,,,,,,,,40.7532551971,-73.9901212495,POINT (-73.9901212494981 40.753255197100565)
58578629,2023 Aug 21 12:03:14 PM,2023 Aug 21 03:37:54 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216.0,1402 PACIFIC STREET,PACIFIC STREET,BROOKLYN AVENUE,KINGSTON AVENUE,BROOKLYN AVENUE,KINGSTON AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,,2023 Aug 21 12:03:14 PM,08 BROOKLYN,BROOKLYN,"999,913","186,042",Unspecified,BROOKLYN,,,,,,,,40.67730521565,-73.94353136106,POINT (-73.9435313610553 40.677305215648786)
59813000,2023 Dec 21 09:47:10 PM,2023 Dec 21 09:47:10 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10306.0,262 10 STREET,10 STREET,CANNON BOULEVARD,RENO AVENUE,CANNON BOULEVARD,RENO AVENUE,ADDRESS,STATEN ISLAND,10 STREET,,Closed,,2023 Dec 21 09:47:10 PM,02 STATEN ISLAND,STATEN ISLAND,"951,074","145,914",Unspecified,STATEN ISLAND,,,,,,,,40.56711404253,-74.11940967652,POINT (-74.11940967652112 40.56711404252901)
23515057,2012 Jun 28 12:00:00 AM,2012 Jun 29 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10309.0,1096 RENSSELAER AVENUE,RENSSELAER AVENUE,LENEVAR AVENUE,MAGUIRE AVENUE,,,ADDRESS,STATEN ISLAND,,,Closed,2012 Jul 28 08:23:28 AM,2012 Jun 29 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,"925,567","134,895",Unspecified,STATEN ISLAND,,,,,,,,40.5367369508,-74.21112061822,POINT (-74.21112061821567 40.53673695079865)
22371484,2011 Dec 21 12:00:00 AM,2011 Dec 28 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11201.0,141 LAWRENCE STREET,LAWRENCE STREET,WILLOUGHBY STREET,FULTON STREET,,,ADDRESS,BROOKLYN,,,Closed,2012 Jan 20 03:33:34 PM,2011 Dec 28 12:00:00 AM,02 BROOKLYN,BROOKLYN,"988,054","191,296",Unspecified,BROOKLYN,,,,,,,,40.69173928547,-73.98628275618,POINT (-73.98628275617821 40.6917392854667)
65767188,2025 Aug 05 08:44:38 PM,2025 Aug 05 08:44:38 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10462.0,2041 HOLLAND AVENUE,HOLLAND AVENUE,ANTIN PLACE,BRADY AVENUE,ANTIN PLACE,BRADY AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,,Closed,,2025 Aug 15 10:10:21 AM,11 BRONX,BRONX,"1,021,358","249,584",Unspecified,BRONX,,,,,,,,40.85164741416,-73.86586661323,POINT (-73.86586661323294 40.851647414163054)
41424905,2019 Jan 14 12:00:00 AM,2019 Jan 16 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11206.0,12 VERNON AVENUE,VERNON AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,2019 Feb 13 08:19:05 PM,2019 Jan 16 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,"997,642","192,158",Unspecified,BROOKLYN,,,,,,,,40.69409596115,-73.95170666903,POINT (-73.9517066690325 40.6940959611502)
42783382,2019 May 26 03:20:00 PM,2019 Aug 29 08:28:01 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11691.0,19-25 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,BEACH 19 STREET,BEACH 20 STREET,BEACH 19 STREET,BEACH 20 STREET,ADDRESS,FAR ROCKAWAY,,,Closed,2019 Jun 25 03:20:00 PM,2019 May 26 07:31:04 PM,14 QUEENS,QUEENS,"1,052,720","156,194",Unspecified,QUEENS,,,,,,,,40.59512819789,-73.75345373251,POINT (-73.75345373251291 40.59512819788686)
35336226,2017 Jan 25 12:00:00 AM,2017 Jan 25 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11206.0,,,,,RENAISSANCE COURT,STANWIX STREET,INTERSECTION,BROOKLYN,,,Closed,2017 Feb 24 07:42:20 PM,2017 Jan 25 07:46:19 PM,04 BROOKLYN,BROOKLYN,"1,002,480","194,250",Unspecified,BROOKLYN,,,,,,,,40.69982936957,-73.93425454193,POINT (-73.93425454192874 40.699829369570395)
37194696,2017 Sep 15 12:00:00 AM,2017 Sep 20 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216.0,340 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,2017 Oct 15 08:14:13 AM,2017 Sep 20 12:00:00 AM,Unspecified BROOKLYN,BROOKLYN,"998,678","189,897",Unspecified,BROOKLYN,,,,,,,,40.68788841015,-73.94797555864,POINT (-73.94797555864396 40.68788841014765)
55564982,2022 Sep 30 12:03:47 PM,2022 Sep 30 12:03:47 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,11224.0,2858 WEST   16 STREET,WEST   16 STREET,GRACE NICHILO PLACE,PASTOR DEBBE SANTIAGO WAY,GRACE NICHILO PLACE,PASTOR DEBBE SANTIAGO WAY,ADDRESS,BROOKLYN,WEST   16 STREET,,Closed,,2022 Sep 30 12:03:47 PM,13 BROOKLYN,BROOKLYN,"988,719","149,766",Unspecified,BROOKLYN,,,,,,,,40.57774796906,-73.98391226657,POINT (-73.98391226656699 40.57774796905592)
66289316,2025 Sep 26 07:30:04 PM,2025 Oct 01 09:42:02 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238.0,446 ST JOHNS PLACE,ST JOHNS PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,UNDERHILL AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,ST JOHNS PLACE,,Closed,,2025 Sep 26 07:30:04 PM,08 BROOKLYN,BROOKLYN,"994,302","184,744",Unspecified,BROOKLYN,,,,,,,,40.67375064817,-73.96376221138,POINT (-73.9637622113752 40.67375064817118)
46255467,2020 May 20 11:19:10 PM,2020 May 20 11:19:10 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11223.0,57 KINGS PLACE,KINGS PLACE,KINGS HIGHWAY,DEAD END,KINGS HIGHWAY,DEAD END,ADDRESS,BROOKLYN,KINGS PLACE,,Closed,,2020 May 20 11:19:10 PM,11 BROOKLYN,BROOKLYN,"991,176","159,061",Unspecified,BROOKLYN,,,,,,,,40.60325930376,-73.97505790599,POINT (-73.97505790598576 40.60325930375858)
57172115,2023 Mar 29 03:25:34 PM,2023 Mar 29 03:25:34 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11375.0,68-40 MANSE STREET,MANSE STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,MANSE STREET,,Closed,,2023 Mar 29 03:25:34 PM,06 QUEENS,QUEENS,"1,024,352","199,432",Unspecified,QUEENS,,,,,,,,40.71398062925,-73.85534366035,POINT (-73.85534366035445 40.71398062925015)
23918281,2012 Sep 03 12:00:00 AM,2012 Sep 03 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10030.0,199 WEST  134 STREET,WEST  134 STREET,LENOX AVENUE,7 AVENUE,,,ADDRESS,NEW YORK,,,Closed,2012 Oct 03 08:05:25 PM,2012 Sep 03 08:16:50 PM,10 MANHATTAN,MANHATTAN,"999,764","236,042",Unspecified,MANHATTAN,,,,,,,,40.81454288117,-73.943953204,POINT (-73.94395320400253 40.814542881171214)
34340625,2016 Sep 16 12:00:00 AM,2016 Sep 23 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11435.0,88-28 138TH ST,138TH ST,,,,,LATLONG,JAMAICA,,,Closed,2016 Oct 16 11:42:55 AM,2016 Sep 23 10:44:29 AM,Unspecified QUEENS,QUEENS,"1,035,236","195,564",Unspecified,QUEENS,,,,,,,,40.70330788038,-73.81611217865,POINT (-73.81611217864936 40.70330788037741)
64764440,2025 Apr 26 07:45:44 PM,2025 Apr 26 07:45:44 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11232.0,889 5 AVENUE,5 AVENUE,5 AVENUE,39 STREET,5 AVENUE,39 STREET,ADDRESS,BROOKLYN,,,Closed,,2025 May 08 10:15:25 AM,07 BROOKLYN,BROOKLYN,"983,205","176,595",Unspecified,BROOKLYN,,,,,,,,40.65138909011,-74.00376599638,POINT (-74.00376599637703 40.65138909010754)
52052309,2021 Oct 01 10:12:30 AM,2021 Oct 01 10:12:30 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11222.0,209 NASSAU AVENUE,NASSAU AVENUE,RUSSELL STREET,NORTH HENRY STREET,RUSSELL STREET,NORTH HENRY STREET,ADDRESS,BROOKLYN,NASSAU AVENUE,,Closed,,2021 Oct 01 10:12:30 AM,01 BROOKLYN,BROOKLYN,"999,698","203,654",Unspecified,BROOKLYN,,,,,,,,40.72564639766,-73.94426608526,POINT (-73.9442660852585 40.72564639765727)
52904465,2021 Dec 27 08:48:33 AM,2021 Dec 27 08:48:33 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10471.0,4425 POST ROAD,POST ROAD,UNNAMED STREET,WEST 246 STREET,UNNAMED STREET,WEST  246 STREET,ADDRESS,BRONX,POST ROAD,,Closed,,2021 Dec 27 08:48:33 AM,08 BRONX,BRONX,"1,012,362","264,063",Unspecified,BRONX,,,,,,,,40.89142103163,-73.89832345333,POINT (-73.89832345332671 40.89142103163324)
34891504,2016 Nov 29 12:00:00 AM,2017 Jan 06 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11220.0,5726 1 AVENUE,1 AVENUE,57 STREET,58 STREET,,,ADDRESS,BROOKLYN,,,Closed,2016 Dec 29 02:31:45 PM,2017 Jan 06 12:00:00 AM,07 BROOKLYN,BROOKLYN,"977,749","174,746",Unspecified,BROOKLYN,,,,,,,,40.64631166149,-74.02342667907,POINT (-74.02342667907367 40.64631166149288)
23305785,2012 May 28 12:00:00 AM,2012 May 28 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033.0,706 WEST  177 STREET,WEST  177 STREET,BROADWAY,FT WASHINGTON AVENUE,,,ADDRESS,NEW YORK,,,Closed,2012 Jun 27 01:10:01 AM,2012 May 28 01:13:17 AM,12 MANHATTAN,MANHATTAN,"1,001,313","248,089",Unspecified,MANHATTAN,,,,,,,,40.84760557409,-73.93832655479,POINT (-73.93832655479154 40.847605574086174)
47003829,2020 Jul 27 04:07:37 PM,2020 Jul 27 04:07:37 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10011.0,161 7 AVENUE,7 AVENUE,7 AVENUE,WEST 13 STREET,7 AVENUE,WEST   13 STREET,ADDRESS,NEW YORK,,,Closed,,2020 Jul 27 04:07:37 PM,04 MANHATTAN,MANHATTAN,"985,023","209,582",Unspecified,MANHATTAN,,,,,,,,40.74193075411,-73.9972104581,POINT (-73.99721045810355 40.741930754111166)
55781271,2022 Oct 23 05:50:07 PM,2022 Oct 23 05:50:07 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10463.0,3470 CANNON PLACE,CANNON PLACE,BEND,WEST 238 STREET,BEND,WEST  238 STREET,ADDRESS,BRONX,CANNON PLACE,,Closed,,2022 Oct 23 05:50:07 PM,08 BRONX,BRONX,"1,012,459","260,518",Unspecified,BRONX,,,,,,,,40.88169081639,-73.89798755202,POINT (-73.89798755202115 40.8816908163922)
54013310,2022 Apr 26 11:15:40 AM,2022 Apr 26 11:15:40 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11220.0,171 BAYRIDGE AVENUE,BAYRIDGE AVENUE,COLONIAL ROAD,RIDGE BOULEVARD,COLONIAL ROAD,RIDGE BOULEVARD,ADDRESS,BROOKLYN,BAY RIDGE AVENUE,,Closed,,2022 Apr 26 11:15:40 AM,10 BROOKLYN,BROOKLYN,"976,002","171,312",Unspecified,BROOKLYN,,,,,,,,40.63688461403,-74.02971788248,POINT (-74.02971788247885 40.636884614031274)
46199766,2020 May 15 12:45:17 AM,2020 May 20 09:57:23 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10467.0,3065 PERRY AVENUE,PERRY AVENUE,EAST MOSHOLU PARKWAY NORTH,EAST 204 STREET,EAST MOSHOLU PARKWAY NORTH,EAST  204 STREET,ADDRESS,BRONX,PERRY AVENUE,,Closed,,2020 May 15 12:45:17 AM,07 BRONX,BRONX,"1,017,530","257,190",Unspecified,BRONX,,,,,,,,40.87253882814,-73.87966580549,POINT (-73.87966580549389 40.872538828142666)
64796212,2025 Apr 29 08:58:03 AM,2025 Apr 29 08:58:03 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10308.0,216 WIMAN AVENUE,WIMAN AVENUE,SWEETWATER AVENUE,TENNYSON DRIVE,SWEETWATER AVENUE,TENNYSON DRIVE,ADDRESS,STATEN ISLAND,WIMAN AVENUE,,Closed,,2025 May 06 02:48:33 PM,03 STATEN ISLAND,STATEN ISLAND,"943,968","135,736",Unspecified,STATEN ISLAND,,,,,,,,40.53914797893,-74.14492550147,POINT (-74.14492550147045 40.539147978926756)
55292291,2022 Sep 02 07:45:20 PM,2022 Sep 14 08:53:38 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225.0,1059 UNION STREET,UNION STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,UNION STREET,,Closed,,2022 Sep 02 07:45:20 PM,09 BROOKLYN,BROOKLYN,"995,933","183,271",Unspecified,BROOKLYN,,,,,,,,40.66970559146,-73.95788495694,POINT (-73.95788495694359 40.66970559145514)
60150148,2024 Jan 26 11:52:47 AM,2024 Jan 26 05:53:15 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11103.0,25-11 34 STREET,34 STREET,ASTORIA BOULEVARD SOUTH,28 AVENUE,ASTORIA BOULEVARD SOUTH,28 AVENUE,ADDRESS,ASTORIA,34 STREET,,Closed,,2024 Jan 26 11:52:47 AM,01 QUEENS,QUEENS,"1,007,483","219,557",Unspecified,QUEENS,,,,,,,,40.76927909378,-73.91612412591,POINT (-73.91612412591321 40.76927909378272)
62299919,2024 Sep 01 10:38:31 AM,2024 Sep 01 10:38:31 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233.0,853 HALSEY STREET,HALSEY STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,,Closed,,2024 Sep 05 11:40:00 AM,03 BROOKLYN,BROOKLYN,"1,006,784","188,992",Unspecified,BROOKLYN,,,,,,,,40.68538746771,-73.91875000745,POINT (-73.91875000744578 40.685387467705716)
59426746,2023 Nov 14 08:09:40 AM,2023 Nov 14 08:09:40 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10463.0,3467 BAILEY AVENUE,BAILEY AVENUE,BAILEY PLACE,WEST 238 STREET,BAILEY PLACE,WEST  238 STREET,ADDRESS,BRONX,BAILEY AVENUE,,Closed,,2023 Nov 14 08:09:40 AM,08 BRONX,BRONX,"1,011,930","260,487",Unspecified,BRONX,,,,,,,,40.88160740612,-73.89990070567,POINT (-73.89990070566998 40.881607406121546)
34180790,2016 Aug 26 12:00:00 AM,2016 Aug 29 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10032.0,525 WEST  169 STREET,WEST  169 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,,,ADDRESS,NEW YORK,,,Closed,2016 Sep 25 04:29:58 PM,2016 Aug 29 12:00:00 AM,12 MANHATTAN,MANHATTAN,"1,001,543","245,653",Unspecified,MANHATTAN,,,,,,,,40.84091902245,-73.93750151245,POINT (-73.93750151244578 40.840919022450876)
30411089,2015 Apr 16 12:00:00 AM,2015 Apr 21 12:03:35 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10455.0,737 FOX STREET,FOX STREET,BEND,EAST 156 STREET,,,ADDRESS,BRONX,,,Closed,2015 May 16 09:56:45 AM,2015 Apr 21 12:03:35 PM,02 BRONX,BRONX,"1,012,249","236,247",Unspecified,BRONX,,,,,,,,40.81507480081,-73.89884832891,POINT (-73.89884832891391 40.81507480081065)
23826718,2012 Aug 17 12:00:00 AM,2012 Nov 21 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11221.0,255 CORNELIA STREET,CORNELIA STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2012 Sep 16 10:30:18 AM,2012 Nov 21 12:00:00 AM,04 BROOKLYN,BROOKLYN,"1,008,654","192,056",Unspecified,BROOKLYN,,,,,,,,40.69379248023,-73.91199632444,POINT (-73.91199632444335 40.693792480233576)
24995629,2013 Feb 14 12:00:00 AM,2013 Feb 22 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10025.0,257 WEST 99 STREET,WEST 99 STREET,BROADWAY,WEST END AVENUE,,,ADDRESS,NEW YORK,,,Closed,2013 Mar 16 12:11:50 AM,2013 Feb 22 12:00:00 AM,07 MANHATTAN,MANHATTAN,"992,301","229,587",Unspecified,MANHATTAN,,,,,,,,40.7968356396,-73.97092221822,POINT (-73.9709222182227 40.79683563960409)
16714975,2010 May 23 08:47:41 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040.0,600 WEST 196 STREET,WEST 196 STREET,ELLWOOD STREET,BEND,,,ADDRESS,NEW YORK,,,Pending,2010 Jun 22 08:47:41 AM,2010 May 23 08:56:30 AM,12 MANHATTAN,MANHATTAN,"1,003,891","252,894",Unspecified,MANHATTAN,,,,,,,,40.86078850525,-73.92899441577,POINT (-73.92899441577157 40.86078850524775)
58884837,2023 Sep 21 01:39:08 PM,2023 Sep 22 08:42:38 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10458.0,2580 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,COLES LANE,EAST 193 STREET,COLES LANE,EAST  193 STREET,ADDRESS,BRONX,BAINBRIDGE AVENUE,,Closed,,2023 Sep 21 01:39:08 PM,07 BRONX,BRONX,"1,013,918","253,875",Unspecified,BRONX,,,,,,,,40.86345304952,-73.89274077832,POINT (-73.8927407783212 40.863453049520366)
54264229,2022 May 23 02:31:07 PM,2022 May 23 02:31:07 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11226.0,1801 DORCHESTER ROAD,DORCHESTER ROAD,EAST 18 STREET,EAST 19 STREET,EAST   18 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,DORCHESTER ROAD,,Closed,,2022 May 23 02:31:07 PM,14 BROOKLYN,BROOKLYN,"995,002","172,664",Unspecified,BROOKLYN,,,,,,,,40.64059287917,-73.96125794934,POINT (-73.9612579493439 40.64059287917061)
23895727,2012 Aug 29 12:00:00 AM,2012 Sep 18 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11221.0,1037 JEFFERSON AVENUE,JEFFERSON AVENUE,BROADWAY,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2012 Sep 28 09:14:44 PM,2012 Sep 18 12:00:00 AM,04 BROOKLYN,BROOKLYN,"1,007,247","189,735",Unspecified,BROOKLYN,,,,,,,,40.68742564082,-73.9170780508,POINT (-73.9170780508023 40.6874256408182)
59395471,2023 Nov 11 04:19:24 PM,2023 Nov 13 12:26:45 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10016.0,32 EAST   30 STREET,EAST   30 STREET,MADISON AVENUE,PARK AVENUE SOUTH,MADISON AVENUE,PARK AVENUE SOUTH,ADDRESS,NEW YORK,EAST   30 STREET,,Closed,,2023 Nov 11 04:19:24 PM,05 MANHATTAN,MANHATTAN,"988,545","210,741",Unspecified,MANHATTAN,,,,,,,,40.74511091039,-73.98449980024,POINT (-73.98449980024223 40.745110910394764)
46072647,2020 Apr 26 09:43:05 PM,2020 Apr 26 09:43:05 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10034.0,510 WEST  218 STREET,WEST  218 STREET,BROADWAY,PARK TERRACE EAST,BROADWAY,PARK TERRACE EAST,ADDRESS,NEW YORK,WEST  218 STREET,,Closed,,2020 Apr 26 09:43:05 PM,12 MANHATTAN,MANHATTAN,"1,007,829","256,786",Unspecified,MANHATTAN,,,,,,,,40.87146121856,-73.91474418433,POINT (-73.91474418432799 40.87146121855882)
42817857,2019 May 30 07:51:33 PM,2019 Oct 03 04:07:11 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023.0,43 WEST 74 STREET,WEST 74 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,,,Closed,2019 Jun 29 07:51:33 PM,2019 May 30 11:56:20 PM,07 MANHATTAN,MANHATTAN,"990,823","222,752",Unspecified,MANHATTAN,,,,,,,,40.77807661782,-73.97626699604,POINT (-73.97626699603934 40.77807661782291)
55341561,2022 Sep 08 02:27:09 PM,2022 Sep 08 02:27:09 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10031.0,615 WEST  136 STREET,WEST  136 STREET,RICARDO A PEREZ PLACE,RIVERSIDE DRIVE,RICARDO A PEREZ PLACE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  136 STREET,,Closed,,2022 Sep 08 02:27:09 PM,09 MANHATTAN,MANHATTAN,"996,652","238,406",Unspecified,MANHATTAN,,,,,,,,40.82103631316,-73.95519142883,POINT (-73.95519142883138 40.821036313157215)
30526792,2015 May 01 12:00:00 AM,2015 May 01 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002.0,19 ELDRIDGE STREET,ELDRIDGE STREET,DIVISION STREET,CANAL STREET,,,ADDRESS,NEW YORK,,,Closed,2015 May 31 08:35:44 PM,2015 May 01 08:38:53 PM,03 MANHATTAN,MANHATTAN,"986,015","199,745",Unspecified,MANHATTAN,,,,,,,,40.71493044751,-73.99363318632,POINT (-73.99363318632464 40.71493044750935)
58173115,2023 Jul 12 03:19:40 PM,2023 Jul 12 03:19:40 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458.0,2338 WEBSTER AVENUE,WEBSTER AVENUE,EAST 184 STREET,EAST 187 STREET,EAST  184 STREET,EAST  187 STREET,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,,2023 Jul 12 03:19:40 PM,06 BRONX,BRONX,"1,013,348","251,679",Unspecified,BRONX,,,,,,,,40.85742759189,-73.89481104058,POINT (-73.89481104058125 40.857427591890215)
25578707,2013 May 20 12:00:00 AM,2013 Jun 03 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11101.0,,,,,JACKSON AVENUE,DAVIS STREET,INTERSECTION,Long Island City,,,Closed,2013 Jun 19 06:49:07 PM,2013 Jun 03 12:00:00 AM,02 QUEENS,QUEENS,"999,310","211,003",Unspecified,QUEENS,,,,,,,,40.74581825412,-73.94564947601,POINT (-73.94564947600665 40.74581825411661)
59026809,2023 Oct 05 11:49:27 PM,2023 Oct 11 03:53:06 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11206.0,384 WALLABOUT STREET,WALLABOUT STREET,HARRISON AVENUE,THROOP AVENUE,HARRISON AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,WALLABOUT STREET,,Closed,,2023 Oct 05 11:49:27 PM,01 BROOKLYN,BROOKLYN,"998,725","195,111",Unspecified,BROOKLYN,,,,,,,,40.70219955151,-73.94779488165,POINT (-73.9477948816533 40.702199551511264)
62902207,2024 Oct 28 12:08:08 PM,2024 Oct 28 01:25:59 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026.0,351 WEST  117 STREET,WEST  117 STREET,MANHATTAN AVENUE,MORNINGSIDE AVENUE,MANHATTAN AVENUE,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,,Closed,,2024 Oct 28 12:08:08 PM,10 MANHATTAN,MANHATTAN,"996,284","232,855",Unspecified,MANHATTAN,,,,,,,,40.80580087767,-73.95653096937,POINT (-73.9565309693704 40.805800877669704)
64130363,2025 Feb 19 09:39:18 PM,2025 Feb 19 09:39:18 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11237.0,242 JEFFERSON STREET,JEFFERSON STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,JEFFERSON STREET,,Closed,,2025 Feb 21 10:40:12 AM,04 BROOKLYN,BROOKLYN,"1,004,323","195,379",Unspecified,BROOKLYN,,,,,,,,40.70292422053,-73.92760450508,POINT (-73.92760450507677 40.70292422053364)
